CharacterBits#test(char)::: character bits test:::return->Character->reverseBytes
CharacterBits#run0()::: character bits run0:::runTest
CharacterBits#run1()::: character bits run1:::runTest
CharacterBits#run2()::: character bits run2:::runTest->runTest->runTest->runTest->runTest->runTest->runTest
Class_getName#test(int)::: class_get name test:::if->return->getName->return
Class_getName#run0()::: class_get name run0:::runTest
DivideUnsigned#divUInt(int, int)::: divide unsigned div int:::return->Integer->divideUnsigned
DivideUnsigned#remUInt(int, int)::: divide unsigned rem int:::return->Integer->remainderUnsigned
DivideUnsigned#divULong(long, long)::: divide unsigned div long:::return->Long->divideUnsigned
DivideUnsigned#remULong(long, long)::: divide unsigned rem long:::return->Long->remainderUnsigned
DivideUnsigned#testInt(int, int)::: divide unsigned test int:::runTest->runTest
DivideUnsigned#testLong(long, long)::: divide unsigned test long:::runTest->runTest
DivideUnsigned#testIntPP()::: divide unsigned test int p:::testInt
DivideUnsigned#testIntNP()::: divide unsigned test int p:::testInt
DivideUnsigned#testIntPN()::: divide unsigned test int n:::testInt
DivideUnsigned#testIntNN()::: divide unsigned test int n:::testInt
DivideUnsigned#testLongPP()::: divide unsigned test long p:::testLong
DivideUnsigned#testLongNP()::: divide unsigned test long p:::testLong
DivideUnsigned#testLongPN()::: divide unsigned test long n:::testLong
DivideUnsigned#testLongNN()::: divide unsigned test long n:::testLong
EnumMap01#test(int)::: enum map01 test:::return->map->Enum->values->get
EnumMap01#run0()::: enum map01 run0:::runTest
EnumMap01#run1()::: enum map01 run1:::runTest
EnumMap01#run2()::: enum map01 run2:::runTest
EnumMap02#test(int)::: enum map02 test:::map->new->EnumMap<>->map->put->map->put->map->put->return->map->Enum->values->get
EnumMap02#run0()::: enum map02 run0:::runTest
EnumMap02#run1()::: enum map02 run1:::runTest
EnumMap02#run2()::: enum map02 run2:::runTest
IntegerBits#test(int)::: integer bits test:::return->Integer->reverseBytes
IntegerBits#test2(int)::: integer bits test2:::return->Integer->numberOfLeadingZeros
IntegerBits#test3(int)::: integer bits test3:::return->Integer->numberOfTrailingZeros
