org.w3c.dom.css.Counter#getIdentifier()->String::: This attribute is used for the identifier of the counter.
org.w3c.dom.css.Counter#getListStyle()->String::: This attribute is used for the style of the list.
org.w3c.dom.css.Counter#getSeparator()->String::: This attribute is used for the separator of the nested counters.
org.w3c.dom.css.CSS2Properties#getAzimuth()->String::: See the azimuth property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setAzimuth(String)->void::: See the azimuth property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBackground()->String::: See the background property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBackground(String)->void::: See the background property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBackgroundAttachment()->String::: See the background-attachment property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBackgroundAttachment(String)->void::: See the background-attachment property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBackgroundColor()->String::: See the background-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBackgroundColor(String)->void::: See the background-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBackgroundImage()->String::: See the background-image property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBackgroundImage(String)->void::: See the background-image property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBackgroundPosition()->String::: See the background-position property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBackgroundPosition(String)->void::: See the background-position property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBackgroundRepeat()->String::: See the background-repeat property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBackgroundRepeat(String)->void::: See the background-repeat property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorder()->String::: See the border property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorder(String)->void::: See the border property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderCollapse()->String::: See the border-collapse property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderCollapse(String)->void::: See the border-collapse property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderColor()->String::: See the border-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderColor(String)->void::: See the border-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderSpacing()->String::: See the border-spacing property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderSpacing(String)->void::: See the border-spacing property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderStyle()->String::: See the border-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderStyle(String)->void::: See the border-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderTop()->String::: See the border-top property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderTop(String)->void::: See the border-top property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderRight()->String::: See the border-right property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderRight(String)->void::: See the border-right property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderBottom()->String::: See the border-bottom property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderBottom(String)->void::: See the border-bottom property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderLeft()->String::: See the border-left property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderLeft(String)->void::: See the border-left property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderTopColor()->String::: See the border-top-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderTopColor(String)->void::: See the border-top-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderRightColor()->String::: See the border-right-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderRightColor(String)->void::: See the border-right-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderBottomColor()->String::: See the border-bottom-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderBottomColor(String)->void::: See the border-bottom-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderLeftColor()->String::: See the border-left-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderLeftColor(String)->void::: See the border-left-color property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderTopStyle()->String::: See the border-top-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderTopStyle(String)->void::: See the border-top-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderRightStyle()->String::: See the border-right-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderRightStyle(String)->void::: See the border-right-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderBottomStyle()->String::: See the border-bottom-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderBottomStyle(String)->void::: See the border-bottom-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderLeftStyle()->String::: See the border-left-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderLeftStyle(String)->void::: See the border-left-style property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderTopWidth()->String::: See the border-top-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderTopWidth(String)->void::: See the border-top-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderRightWidth()->String::: See the border-right-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderRightWidth(String)->void::: See the border-right-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderBottomWidth()->String::: See the border-bottom-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderBottomWidth(String)->void::: See the border-bottom-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderLeftWidth()->String::: See the border-left-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderLeftWidth(String)->void::: See the border-left-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBorderWidth()->String::: See the border-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBorderWidth(String)->void::: See the border-width property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getBottom()->String::: See the bottom property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setBottom(String)->void::: See the bottom property definition in CSS2.
org.w3c.dom.css.CSS2Properties#getCaptionSide()->String::: See the caption-side property definition in CSS2.
org.w3c.dom.css.CSS2Properties#setCaptionSide(String)->void::: See the caption-side property definition in CSS2.
